地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
阳光邑上,2室1厅,85.62,南 北,简装,顶层(共6层),2011年,298.0,34805,3, 13天以前发布,https://bj.lianjia.com/ershoufang/101124964955.html
中塔园,2室1厅,56.86,东 西,简装,顶层(共6层),板楼,403.0,70876,57, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125386724.html
来北家园,1室1厅,54.1,南,简装,中楼层(共16层),2021年,248.0,45842,4, 11天以前发布,https://bj.lianjia.com/ershoufang/101123941528.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101115039557.html
瑞都国际南区,1室1厅,65.04,西 北,精装,低楼层(共24层),2005年,229.0,35210,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123427396.html
天通苑北三区,4室2厅,168.37,南 北,简装,高楼层(共7层),板楼,428.0,25421,11, 15天以前发布,https://bj.lianjia.com/ershoufang/101126117653.html
DBC加州小镇,1室0厅,42.37,南,简装,中楼层(共11层),2005年,155.0,36583,10, 14天以前发布,https://bj.lianjia.com/ershoufang/101122563716.html
安慧里一区,2室1厅,79.03,南 北 西,精装,低楼层(共18层),1991年,505.0,63900,99, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125925882.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124569893.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126107936.html
宾阳北里,3室2厅,87.16,南 北,精装,中楼层(共6层),板楼,169.0,19390,1, 23天以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126070062.html
太平桥西里,2室1厅,69.28,南,简装,低楼层(共16层),塔楼,388.0,56005,20, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123066316.html
达富苑,2室2厅,103.31,南 北,简装,中楼层(共7层),板楼,345.0,33395,38, 8个月以前发布,https://bj.lianjia.com/ershoufang/101126012274.html
田家园小区,1室0厅,37.82,南 北,简装,高楼层(共6层),2005年,65.0,17187,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101126169768.html
蜂鸟家园,1室0厅,51.68,北,精装,顶层(共14层),2004年,598.0,115713,4, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124903744.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
葡东小区,2室1厅,68.75,南 北,精装,中楼层(共6层),板楼,199.0,28946,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101124708610.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,60, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123632142.html
东泽园,2室1厅,75.6,南,简装,高楼层(共21层),2011年,297.0,39286,6, 4天以前发布,https://bj.lianjia.com/ershoufang/101125994567.html
工体南路,2室1厅,40.99,南 北,简装,中楼层(共5层),板楼,285.0,69530,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101123462841.html
冠城名敦道B区,3室2厅,179.31,南 北,精装,低楼层(共27层),板楼,2080.0,116001,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126121177.html
常楹公元,2室1厅,83.37,南,精装,中楼层(共25层),板塔结合,639.0,76647,86, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125718892.html
万科新里程59号院,3室2厅,108.15,南 北,精装,底层(共9层),板楼,479.0,44291,3, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125762950.html
静安东里,3室1厅,72.63,南 北,简装,低楼层(共6层),1983年,450.0,61958,20, 14天以前发布,https://bj.lianjia.com/ershoufang/101126101157.html
燕莎后,3室2厅,138.64,南 北,精装,低楼层(共12层),2006年,1010.0,72851,18, 12天以前发布,https://bj.lianjia.com/ershoufang/101123203940.html
农展南里,1室1厅,44.26,南 北,简装,高楼层(共15层),板楼,320.0,72301,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123006044.html
长阳半岛1号院,2室1厅,88.19,西南 北,精装,高楼层(共21层),2012年,299.0,33905,11, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124333097.html
德茂小区,2室1厅,54.18,南 北,精装,低楼层(共6层),板楼,186.0,34331,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126147058.html
西马金润一区,1室1厅,60.2,南 北,简装,中楼层(共12层),2006年,315.0,52326,7, 28天以前发布,https://bj.lianjia.com/ershoufang/101125473898.html
金泰丽湾悦栖山,3室2厅,131.7,南 北,精装,19层,板楼,465.0,35308,6, 14天以前发布,https://bj.lianjia.com/ershoufang/101123392354.html
杨庄小区,2室1厅,65.53,南 北,精装,顶层(共6层),板楼,183.0,27927,63, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126102586.html
国惠村,2室1厅,83.73,南 北,简装,中楼层(共14层),2013年,259.0,30933,9, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124283640.html
