地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
期颐百年,3室1厅,66.26,南,精装,顶层(共9层),2010年,290.0,43767,90, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126117653.html
通惠家园,2室1厅,75.65,南,简装,28层,2001年,399.0,52743,23, 18天以前发布,https://bj.lianjia.com/ershoufang/101123981878.html
望馨花园,4室2厅,203.56,南 北,精装,顶层(共5层),板楼,1125.0,55267,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125347519.html
天堂河北区,2室1厅,70.61,南 北,精装,中楼层(共5层),板楼,176.0,24926,4, 27天以前发布,https://bj.lianjia.com/ershoufang/101124081069.html
东斜街小区,2室1厅,61.71,南 北,其他,中楼层(共5层),塔楼,108.0,17502,2, 31天以前发布,https://bj.lianjia.com/ershoufang/101125749797.html
懿品阁,2室1厅,69.78,东,精装,中楼层(共18层),塔楼,490.0,70221,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126070062.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101115039557.html
芳城园一区,3室1厅,176.46,北,简装,高楼层(共19层),1999年,675.0,38253,110, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123102756.html
隆盛园,2室1厅,82.74,南 北,简装,顶层(共6层),板塔结合,123.0,14866,29, 一年前发布,https://bj.lianjia.com/ershoufang/101124906544.html
田家园小区,1室0厅,37.82,南 北,简装,高楼层(共6层),2005年,65.0,17187,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123066316.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125128402.html
金家村1号院,2室1厅,56.04,南 北,精装,低楼层(共6层),板楼,299.0,53355,24, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125925882.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101125341614.html
天赐良园东三期A区,2室1厅,89.8,南 北,简装,顶层(共6层),板楼,308.0,34299,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125286548.html
京贸国际公寓,3室2厅,129.59,西南,精装,高楼层(共24层),2004年,408.0,31484,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122365144.html
益星园,2室2厅,108.68,南 北,简装,高楼层(共10层),板楼,760.0,69931,82, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124419785.html
DBC加州小镇,1室0厅,42.37,南,简装,中楼层(共11层),2005年,155.0,36583,10, 14天以前发布,https://bj.lianjia.com/ershoufang/101124081018.html
海户西里,2室1厅,61.1,南,精装,6层,板楼,256.0,41899,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124869365.html
理想家园,2室1厅,71.16,东南,简装,25层,塔楼,245.0,34430,16, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124988045.html
蓝堡国际公寓,2室1厅,135.72,南,精装,高楼层(共21层),板塔结合,1090.0,80313,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118357061.html
兴政东里,1室1厅,67.97,南,精装,低楼层(共12层),2000年,160.0,23540,26, 一年前发布,https://bj.lianjia.com/ershoufang/101126063932.html
和光里,3室1厅,110.29,南 北,简装,低楼层(共10层),板楼,520.0,47149,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126077554.html
加州水郡三期,2室1厅,86.66,西北,简装,低楼层(共14层),2010年,183.0,21118,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101125949812.html
京棉新城,2室1厅,73.97,东南,精装,低楼层(共32层),2006年,409.0,55293,36, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125286974.html
白檀小区,2室1厅,89.84,南 北,简装,6层,暂无数据,150.0,16697,0, 12天以前发布,https://bj.lianjia.com/ershoufang/101125823752.html
驼房营南里,2室1厅,57.76,南 北,简装,高楼层(共6层),板楼,215.0,37223,24, 31天以前发布,https://bj.lianjia.com/ershoufang/101123111318.html
东直门内大街,2室1厅,76.7,南,简装,中楼层(共16层),塔楼,776.0,101174,8, 24天以前发布,https://bj.lianjia.com/ershoufang/101126054186.html
亦庄金茂悦北区,3室2厅,162.36,南 北,精装,低楼层(共11层),板楼,1060.0,65288,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122205714.html
远洋一方润园6号院,1室1厅,54.05,南,精装,低楼层(共15层),2011年,215.0,39778,46, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125780959.html
周庄子家园,2室1厅,79.61,南,精装,高楼层(共28层),2019年,570.0,71600,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126046679.html
凯德锦绣,2室1厅,89.29,南 北,精装,中楼层(共20层),2011年,830.0,92956,5, 27天以前发布,https://bj.lianjia.com/ershoufang/101123668547.html
凯盛家园,2室1厅,80.99,南 北,简装,低楼层(共15层),板塔结合,368.0,45438,27, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125577822.html
丽景长安二期,1室1厅,62.35,西,精装,低楼层(共27层),2015年,209.0,33521,23, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124233206.html
