地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
太阳公元北区,4室2厅,219.87,南 北,精装,中楼层(共22层),2011年,3120.0,141903,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125683470.html
融泽嘉园西二路2号院,2室1厅,87.13,南 北,精装,34层,2016年,485.0,55664,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101121819088.html
金汉绿港三区,3室2厅,95.12,南 北,简装,高楼层(共18层),2009年,318.0,33432,35, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
天堂河南区,1室1厅,43.39,南,精装,中楼层(共4层),板楼,95.0,21895,17, 28天以前发布,https://bj.lianjia.com/ershoufang/101125876555.html
和平街十一区,2室1厅,60.12,南 北,简装,6层,1979年,376.0,62542,46, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125347519.html
西罗园四区,1室1厅,68.07,西南,简装,高楼层(共18层),塔楼,319.0,46864,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123690927.html
领秀慧谷D2区,2室2厅,98.52,东 南 北,简装,低楼层(共13层),板楼,595.0,60394,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101124717792.html
双桥六号井,2室1厅,59.59,南 北,精装,高楼层(共6层),板楼,190.0,31885,52, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124972637.html
中体奥林匹克花园三期,5室2厅,251.25,南 北,毛坯,3层,2009年,650.0,25871,59, 一年前发布,https://bj.lianjia.com/ershoufang/101123442697.html
葡东小区,2室1厅,68.75,南 北,精装,中楼层(共6层),板楼,199.0,28946,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126107936.html
东斜街小区,2室1厅,61.71,南 北,其他,中楼层(共5层),塔楼,108.0,17502,2, 31天以前发布,https://bj.lianjia.com/ershoufang/101125274944.html
懿品阁,2室1厅,69.78,东,精装,中楼层(共18层),塔楼,490.0,70221,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125864018.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101125289352.html
芳城园一区,3室1厅,176.46,北,简装,高楼层(共19层),1999年,675.0,38253,110, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126117653.html
隆盛园,2室1厅,82.74,南 北,简装,顶层(共6层),板塔结合,123.0,14866,29, 一年前发布,https://bj.lianjia.com/ershoufang/101123981878.html
田家园小区,1室0厅,37.82,南 北,简装,高楼层(共6层),2005年,65.0,17187,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101125819019.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123015782.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126067584.html
海澜中苑,2室1厅,74.62,南 北,简装,顶层(共6层),板楼,343.0,45967,53, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124446946.html
京棉新城,2室1厅,73.97,东南,精装,低楼层(共32层),2006年,409.0,55293,36, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124386088.html
石韵浩庭,2室1厅,108.06,南 北,精装,中楼层(共15层),2004年,860.0,79586,26, 3个月以前发布,https://bj.lianjia.com/ershoufang/101118357061.html
东直门内大街,2室1厅,76.7,南,简装,中楼层(共16层),塔楼,776.0,101174,8, 24天以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
兴政东里,1室1厅,67.97,南,精装,低楼层(共12层),2000年,160.0,23540,26, 一年前发布,https://bj.lianjia.com/ershoufang/101125887153.html
金色漫香苑,2室1厅,88.31,南 北,精装,中楼层(共7层),板楼,358.0,40540,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
地坛北里,2室1厅,83.51,南 北,简装,低楼层(共14层),板塔结合,850.0,101785,14, 24天以前发布,https://bj.lianjia.com/ershoufang/101123632142.html
逸翠园,3室2厅,153.25,南 北,精装,中楼层(共9层),2006年,1275.0,83198,17, 19天以前发布,https://bj.lianjia.com/ershoufang/101125258229.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101124610305.html
崇文门东大街,2室1厅,60.69,南 北,精装,中楼层(共14层),板楼,519.0,85517,49, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124142445.html
凯盛家园,1室1厅,59.18,南 北,简装,中楼层(共10层),板塔结合,275.0,46469,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101126054186.html
和谐家园一区,2室1厅,93.62,南 北,简装,6层,板楼,380.0,40590,9, 11天以前发布,https://bj.lianjia.com/ershoufang/101123756600.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,59, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125823752.html
驼房营南里,2室1厅,57.76,南 北,简装,高楼层(共6层),板楼,215.0,37223,24, 31天以前发布,https://bj.lianjia.com/ershoufang/101126046679.html
燕西华府,2室1厅,81.5,东 南 北,简装,低楼层(共6层),2015年,257.0,31534,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125780959.html
