地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
海户西里,2室1厅,61.1,南,精装,6层,板楼,256.0,41899,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120723537.html
宾阳北里,3室2厅,87.16,南 北,精装,中楼层(共6层),板楼,169.0,19390,1, 23天以前发布,https://bj.lianjia.com/ershoufang/101126162909.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101125025518.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125086431.html
芍药居5号院,3室1厅,74.78,南 北,精装,顶层(共5层),板楼,535.0,71544,34, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126126070.html
王致和腐乳厂宿舍,2室1厅,55.6,南 北,精装,顶层(共5层),板楼,286.0,51439,22, 14天以前发布,https://bj.lianjia.com/ershoufang/101125912742.html
慧忠北里第二社区,2室1厅,70.96,南,简装,中楼层(共16层),板楼,441.0,62148,114, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124457341.html
新光大中心,1室1厅,57.67,北,精装,低楼层(共41层),塔楼,135.0,23410,11, 24天以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
农光南路,3室1厅,85.04,南 北,简装,中楼层(共14层),板塔结合,388.0,45626,53, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126111837.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125279185.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101125386724.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125157190.html
和平街十一区,2室1厅,63.17,东 西 北,精装,5层,1958年,465.0,73611,12, 10天以前发布,https://bj.lianjia.com/ershoufang/101125819019.html
金隅美和园,2室2厅,83.6,南 北,精装,高楼层(共9层),2009年,568.0,67943,40, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124903744.html
双林苑,2室1厅,93.62,南 北,简装,中楼层(共6层),2009年,413.0,44115,43, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125612731.html
复兴路30号院,3室1厅,65.2,东 南,其他,高楼层(共16层),板塔结合,505.0,77454,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125887153.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124717137.html
地坛北里,2室1厅,83.51,南 北,简装,低楼层(共14层),板塔结合,850.0,101785,14, 24天以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
福城国际公寓,2室2厅,107.32,南 北,简装,高楼层(共15层),2008年,160.0,14909,1, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
凯盛家园,1室1厅,59.18,南 北,简装,中楼层(共10层),板塔结合,275.0,46469,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101124708610.html
泰晤士印象,3室1厅,102.59,南 北,精装,中楼层(共14层),板塔结合,185.0,18033,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122918808.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126275549.html
华瀚福园D区,3室1厅,64.12,东 南 北,精装,18层,板楼,245.0,38210,14, 12天以前发布,https://bj.lianjia.com/ershoufang/101125528932.html
科育小区,2室1厅,46.8,南 北,简装,中楼层(共5层),2008年,596.0,127351,50, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124717137.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,59, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126107888.html
东泽园,2室1厅,75.6,南,简装,高楼层(共21层),2011年,297.0,39286,5, 4天以前发布,https://bj.lianjia.com/ershoufang/101123646130.html
工体南路,2室1厅,40.99,南 北,简装,中楼层(共5层),板楼,285.0,69530,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101125867808.html
冠城名敦道B区,3室2厅,179.31,南 北,精装,低楼层(共27层),板楼,2080.0,116001,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123163156.html
常楹公元,2室1厅,83.37,南,精装,中楼层(共25层),板塔结合,639.0,76647,86, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123860125.html
万科新里程59号院,3室2厅,108.15,南 北,精装,底层(共9层),板楼,479.0,44291,3, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126002040.html
静安东里,3室1厅,72.63,南 北,简装,低楼层(共6层),1983年,450.0,61958,20, 14天以前发布,https://bj.lianjia.com/ershoufang/101124475858.html
燕莎后,3室2厅,138.64,南 北,精装,低楼层(共12层),2006年,1010.0,72851,18, 12天以前发布,https://bj.lianjia.com/ershoufang/101125035335.html
